window,draw_date,strategy,sample_size,best_main_matches,best_star_matches,hit_2_main_or_better,hit_3_main_or_better,hit_2_main_plus_1_star_or_better
Last 250 draws,2026-05-01,Era 3 diversified random,600,2,1,True,False,False
Last 250 draws,2026-05-01,Pat-alyzer v2 scored,600,2,1,True,False,True
Last 250 draws,2026-05-01,Hybrid-zone only,600,2,2,True,False,False
Last 250 draws,2026-05-01,Most-common-zone only,600,2,1,True,False,True
Last 250 draws,2026-05-01,Pure random,600,2,2,True,False,False
Last 250 draws,2026-05-05,Era 3 diversified random,600,1,1,False,False,False
Last 250 draws,2026-05-05,Pat-alyzer v2 scored,600,0,1,False,False,False
Last 250 draws,2026-05-05,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-05,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-05,Pure random,600,1,1,False,False,False
Last 250 draws,2026-05-08,Era 3 diversified random,600,1,1,False,False,False
Last 250 draws,2026-05-08,Pat-alyzer v2 scored,600,2,1,True,False,False
Last 250 draws,2026-05-08,Hybrid-zone only,600,1,2,False,False,False
Last 250 draws,2026-05-08,Most-common-zone only,600,1,2,False,False,False
Last 250 draws,2026-05-08,Pure random,600,2,1,True,False,True
Last 250 draws,2026-05-12,Era 3 diversified random,600,3,1,True,True,True
Last 250 draws,2026-05-12,Pat-alyzer v2 scored,600,1,2,False,False,False
Last 250 draws,2026-05-12,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-12,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-12,Pure random,600,3,1,True,True,False
Last 250 draws,2026-05-15,Era 3 diversified random,600,2,1,True,False,False
Last 250 draws,2026-05-15,Pat-alyzer v2 scored,600,2,1,True,False,True
Last 250 draws,2026-05-15,Hybrid-zone only,600,2,1,True,False,True
Last 250 draws,2026-05-15,Most-common-zone only,600,2,1,True,False,False
Last 250 draws,2026-05-15,Pure random,600,2,1,True,False,True
Last 250 draws,2026-05-19,Era 3 diversified random,600,3,1,True,True,False
Last 250 draws,2026-05-19,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-05-19,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-19,Most-common-zone only,600,0,2,False,False,False
Last 250 draws,2026-05-19,Pure random,600,1,1,False,False,False
Last 250 draws,2026-05-22,Era 3 diversified random,600,2,1,True,False,False
Last 250 draws,2026-05-22,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-05-22,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-22,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-22,Pure random,600,1,1,False,False,False
Last 250 draws,2026-05-26,Era 3 diversified random,600,1,2,False,False,False
Last 250 draws,2026-05-26,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-05-26,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-26,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-05-26,Pure random,600,0,1,False,False,False
Last 250 draws,2026-05-29,Era 3 diversified random,600,2,2,True,False,True
Last 250 draws,2026-05-29,Pat-alyzer v2 scored,600,2,2,True,False,True
Last 250 draws,2026-05-29,Hybrid-zone only,600,2,1,True,False,False
Last 250 draws,2026-05-29,Most-common-zone only,600,2,1,True,False,True
Last 250 draws,2026-05-29,Pure random,600,2,1,True,False,True
Last 250 draws,2026-06-02,Era 3 diversified random,600,1,2,False,False,False
Last 250 draws,2026-06-02,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-06-02,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-02,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-02,Pure random,600,1,1,False,False,False
Last 250 draws,2026-06-05,Era 3 diversified random,600,2,1,True,False,False
Last 250 draws,2026-06-05,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-06-05,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-05,Most-common-zone only,600,2,1,True,False,False
Last 250 draws,2026-06-05,Pure random,600,1,1,False,False,False
Last 250 draws,2026-06-09,Era 3 diversified random,600,2,1,True,False,False
Last 250 draws,2026-06-09,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-06-09,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-09,Most-common-zone only,600,1,2,False,False,False
Last 250 draws,2026-06-09,Pure random,600,2,1,True,False,False
Last 250 draws,2026-06-12,Era 3 diversified random,600,1,1,False,False,False
Last 250 draws,2026-06-12,Pat-alyzer v2 scored,600,0,1,False,False,False
Last 250 draws,2026-06-12,Hybrid-zone only,600,0,1,False,False,False
Last 250 draws,2026-06-12,Most-common-zone only,600,0,1,False,False,False
Last 250 draws,2026-06-12,Pure random,600,1,1,False,False,False
Last 250 draws,2026-06-16,Era 3 diversified random,600,1,1,False,False,False
Last 250 draws,2026-06-16,Pat-alyzer v2 scored,600,1,1,False,False,False
Last 250 draws,2026-06-16,Hybrid-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-16,Most-common-zone only,600,1,1,False,False,False
Last 250 draws,2026-06-16,Pure random,600,1,2,False,False,False
Era 3 full,2016-09-27,Era 3 diversified random,350,2,0,True,False,False
Era 3 full,2016-09-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-09-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-09-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-09-27,Pure random,350,1,1,False,False,False
Era 3 full,2016-09-30,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2016-09-30,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2016-09-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-09-30,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2016-09-30,Pure random,350,2,2,True,False,True
Era 3 full,2016-10-04,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-10-04,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-10-04,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-10-04,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-10-04,Pure random,350,1,1,False,False,False
Era 3 full,2016-10-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-10-07,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2016-10-07,Hybrid-zone only,350,3,1,True,True,False
Era 3 full,2016-10-07,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2016-10-07,Pure random,350,2,1,True,False,False
Era 3 full,2016-10-11,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-10-11,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2016-10-11,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-10-11,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2016-10-11,Pure random,350,2,1,True,False,False
Era 3 full,2016-10-14,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-10-14,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2016-10-14,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-10-14,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2016-10-14,Pure random,350,1,1,False,False,False
Era 3 full,2016-10-18,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-10-18,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2016-10-18,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-10-18,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2016-10-18,Pure random,350,2,1,True,False,False
Era 3 full,2016-10-21,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-10-21,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-10-21,Hybrid-zone only,350,1,0,False,False,False
Era 3 full,2016-10-21,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2016-10-21,Pure random,350,1,1,False,False,False
Era 3 full,2016-10-25,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2016-10-25,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2016-10-25,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2016-10-25,Most-common-zone only,350,3,1,True,True,True
Era 3 full,2016-10-25,Pure random,350,1,2,False,False,False
Era 3 full,2016-10-28,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2016-10-28,Pat-alyzer v2 scored,350,2,2,True,False,True
Era 3 full,2016-10-28,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-10-28,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2016-10-28,Pure random,350,2,1,True,False,False
Era 3 full,2016-11-01,Era 3 diversified random,350,2,2,True,False,True
Era 3 full,2016-11-01,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-01,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-01,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-11-01,Pure random,350,1,1,False,False,False
Era 3 full,2016-11-04,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-11-04,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-04,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2016-11-04,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2016-11-04,Pure random,350,1,1,False,False,False
Era 3 full,2016-11-08,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-11-08,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-08,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-08,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-11-08,Pure random,350,2,1,True,False,False
Era 3 full,2016-11-11,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-11-11,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-11,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2016-11-11,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2016-11-11,Pure random,350,2,2,True,False,False
Era 3 full,2016-11-15,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-11-15,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2016-11-15,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-15,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-11-15,Pure random,350,2,1,True,False,False
Era 3 full,2016-11-18,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2016-11-18,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-18,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-18,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-11-18,Pure random,350,2,1,True,False,False
Era 3 full,2016-11-22,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-11-22,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-22,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-22,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2016-11-22,Pure random,350,2,1,True,False,False
Era 3 full,2016-11-25,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-11-25,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-25,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-11-25,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2016-11-25,Pure random,350,2,2,True,False,False
Era 3 full,2016-11-29,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-11-29,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-11-29,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2016-11-29,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2016-11-29,Pure random,350,2,1,True,False,True
Era 3 full,2016-12-02,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-12-02,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-12-02,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-12-02,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-12-02,Pure random,350,2,1,True,False,False
Era 3 full,2016-12-06,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2016-12-06,Pat-alyzer v2 scored,350,1,2,False,False,False
Era 3 full,2016-12-06,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-12-06,Most-common-zone only,350,1,0,False,False,False
Era 3 full,2016-12-06,Pure random,350,3,1,True,True,True
Era 3 full,2016-12-09,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-12-09,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-12-09,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-12-09,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-12-09,Pure random,350,2,1,True,False,True
Era 3 full,2016-12-13,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-12-13,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2016-12-13,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2016-12-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-12-13,Pure random,350,2,1,True,False,True
Era 3 full,2016-12-16,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-12-16,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2016-12-16,Hybrid-zone only,350,2,2,True,False,True
Era 3 full,2016-12-16,Most-common-zone only,350,2,2,True,False,False
Era 3 full,2016-12-16,Pure random,350,2,1,True,False,False
Era 3 full,2016-12-20,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-12-20,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-12-20,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2016-12-20,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-12-20,Pure random,350,2,2,True,False,False
Era 3 full,2016-12-23,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2016-12-23,Pat-alyzer v2 scored,350,2,1,True,False,True
Era 3 full,2016-12-23,Hybrid-zone only,350,3,1,True,True,True
Era 3 full,2016-12-23,Most-common-zone only,350,2,0,True,False,False
Era 3 full,2016-12-23,Pure random,350,2,1,True,False,False
Era 3 full,2016-12-27,Era 3 diversified random,350,2,1,True,False,False
Era 3 full,2016-12-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-12-27,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-12-27,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2016-12-27,Pure random,350,2,1,True,False,True
Era 3 full,2016-12-30,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2016-12-30,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2016-12-30,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2016-12-30,Most-common-zone only,350,1,2,False,False,False
Era 3 full,2016-12-30,Pure random,350,1,1,False,False,False
Era 3 full,2017-01-03,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-03,Pat-alyzer v2 scored,350,3,1,True,True,True
Era 3 full,2017-01-03,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2017-01-03,Most-common-zone only,350,3,1,True,True,False
Era 3 full,2017-01-03,Pure random,350,2,1,True,False,False
Era 3 full,2017-01-06,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-06,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2017-01-06,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2017-01-06,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2017-01-06,Pure random,350,2,1,True,False,True
Era 3 full,2017-01-10,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2017-01-10,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2017-01-10,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2017-01-10,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2017-01-10,Pure random,350,2,1,True,False,True
Era 3 full,2017-01-13,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-13,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2017-01-13,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2017-01-13,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2017-01-13,Pure random,350,1,1,False,False,False
Era 3 full,2017-01-17,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-17,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2017-01-17,Hybrid-zone only,350,1,1,False,False,False
Era 3 full,2017-01-17,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2017-01-17,Pure random,350,2,1,True,False,True
Era 3 full,2017-01-20,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-20,Pat-alyzer v2 scored,350,0,1,False,False,False
Era 3 full,2017-01-20,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2017-01-20,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2017-01-20,Pure random,350,1,1,False,False,False
Era 3 full,2017-01-24,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-24,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2017-01-24,Hybrid-zone only,350,1,2,False,False,False
Era 3 full,2017-01-24,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2017-01-24,Pure random,350,2,1,True,False,True
Era 3 full,2017-01-27,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-27,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2017-01-27,Hybrid-zone only,350,2,2,True,False,False
Era 3 full,2017-01-27,Most-common-zone only,350,2,1,True,False,False
Era 3 full,2017-01-27,Pure random,350,1,0,False,False,False
Era 3 full,2017-01-31,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-01-31,Pat-alyzer v2 scored,350,2,1,True,False,False
Era 3 full,2017-01-31,Hybrid-zone only,350,1,0,False,False,False
Era 3 full,2017-01-31,Most-common-zone only,350,1,1,False,False,False
Era 3 full,2017-01-31,Pure random,350,2,1,True,False,False
Era 3 full,2017-02-03,Era 3 diversified random,350,1,2,False,False,False
Era 3 full,2017-02-03,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2017-02-03,Hybrid-zone only,350,2,1,True,False,False
Era 3 full,2017-02-03,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2017-02-03,Pure random,350,1,1,False,False,False
Era 3 full,2017-02-07,Era 3 diversified random,350,1,1,False,False,False
Era 3 full,2017-02-07,Pat-alyzer v2 scored,350,1,1,False,False,False
Era 3 full,2017-02-07,Hybrid-zone only,350,2,1,True,False,True
Era 3 full,2017-02-07,Most-common-zone only,350,2,1,True,False,True
Era 3 full,2017-02-07,Pure random,350,2,1,True,False,False
Era 3 full,2017-02-10,Era 3 diversified random,350,2,1,True,False,True
Era 3 full,2017-02-10,Pat-alyzer v2 scored,350,0,1,False,False,False
